Rspeed Rref Lspeed Lref Time
3.5 0.0 -5.3 0.0 0.349000
4.4 0.0 -5.3 0.0 0.351000
3.5 0.0 -4.4 0.0 0.353000
4.4 0.0 -4.4 0.0 0.355000
4.4 0.0 -0.0 0.0 0.358000
3.5 0.0 0.9 0.0 0.360000
1.8 0.0 2.6 0.0 0.362000
1.8 0.0 0.9 0.0 0.364000
1.8 0.0 0.9 0.0 0.366000
2.6 0.0 -0.0 0.0 0.368000
2.6 0.0 -0.0 0.0 0.371000
3.5 0.0 -0.0 0.0 0.373000
3.5 0.0 -0.0 0.0 0.375000
3.5 0.0 -0.0 0.0 0.377000
4.4 0.0 -0.0 0.0 0.379000
5.3 0.0 -0.0 0.0 0.381000
4.4 0.0 -0.0 0.0 0.384000
3.5 0.0 -0.0 0.0 0.386000
0.0 0.0 -0.0 0.0 0.388000
0.0 0.0 -0.0 0.0 0.390000
0.0 0.0 -0.0 0.0 0.392000
-0.9 0.0 -0.0 0.0 0.394000
0.9 0.0 -0.0 0.0 0.396000
0.0 0.0 -4.4 0.0 0.399000
2.6 0.0 -6.1 0.0 0.401000
2.6 0.0 -6.1 0.0 0.403000
2.6 0.0 -5.3 0.0 0.405000
5.3 0.0 -5.3 0.0 0.407000
7.0 0.0 -5.3 0.0 0.409000
3.5 0.0 -5.3 0.0 0.412000
0.9 0.0 -4.4 0.0 0.414000
0.0 0.0 -4.4 0.0 0.416000
0.0 0.0 -3.5 0.0 0.418000
0.9 0.0 -3.5 0.0 0.420000
0.9 0.0 -2.6 0.0 0.423000
2.6 0.0 -2.6 0.0 0.425000
3.5 0.0 -0.9 0.0 0.427000
3.5 0.0 -0.0 0.0 0.429000
2.6 0.0 0.9 0.0 0.431000
0.0 0.0 1.8 0.0 0.433000
0.0 0.0 -0.0 0.0 0.436000
0.0 0.0 -0.0 0.0 0.438000
0.0 0.0 -0.0 0.0 0.441000
0.0 0.0 -0.0 0.0 0.443000
1.8 0.0 -0.0 0.0 0.446000
1.8 0.0 -0.0 0.0 0.449000
1.8 0.0 -0.0 0.0 0.451000
0.0 0.0 -0.0 0.0 0.454000
0.0 0.0 -0.0 0.0 0.457000
0.0 0.0 -0.0 0.0 0.459000
1.8 0.0 -0.0 0.0 0.462000
2.6 0.0 -0.0 0.0 0.465000
1.8 0.0 -0.0 0.0 0.467000
0.9 0.0 -0.0 0.0 0.470000
1.8 0.0 -0.0 0.0 0.473000
1.8 0.0 -0.0 0.0 0.475000
3.5 0.0 -0.0 0.0 0.478000
1.8 0.0 -0.0 0.0 0.481000
1.8 0.0 -0.0 0.0 0.483000
0.0 0.0 -0.0 0.0 0.486000
0.0 0.0 -0.0 0.0 0.489000
0.0 0.0 -0.0 0.0 0.491000
0.0 0.0 -0.0 0.0 0.494000
0.0 0.0 -0.0 0.0 0.497000
0.0 0.0 -0.0 0.0 0.500000
0.0 0.0 -0.0 0.0 0.502000
0.0 0.0 -0.0 0.0 0.505000
0.9 0.0 -0.0 0.0 0.508000
3.5 0.0 -0.0 0.0 0.510000
3.5 0.0 -0.0 0.0 0.513000
5.3 0.0 -0.0 0.0 0.515000
4.4 0.0 -0.0 0.0 0.518000
6.1 0.0 -0.0 0.0 0.521000
4.4 0.0 -0.0 0.0 0.523000
2.6 0.0 -0.0 0.0 0.526000
3.5 0.0 -0.0 0.0 0.528000
0.0 0.0 -0.0 0.0 0.531000
0.0 0.0 -0.0 0.0 0.533000
-0.9 0.0 -0.0 0.0 0.535000
-1.8 0.0 -0.0 0.0 0.537000
0.0 0.0 -0.0 0.0 0.540000
0.0 0.0 -0.0 0.0 0.542000
-0.9 0.0 -0.0 0.0 0.545000
0.0 0.0 -0.0 0.0 0.547000
0.0 0.0 -0.0 0.0 0.549000
0.0 0.0 -0.0 0.0 0.552000
0.0 0.0 -0.0 0.0 0.554000
0.0 0.0 -0.0 0.0 0.556000
0.0 0.0 -0.0 0.0 0.558000
0.0 0.0 -0.0 0.0 0.561000
0.0 0.0 -0.0 0.0 0.563000
0.0 0.0 -0.0 0.0 0.565000
0.0 0.0 -0.0 0.0 0.567000
0.0 0.0 0.9 0.0 0.570000
0.0 0.0 0.9 0.0 0.572000
0.0 0.0 -0.0 0.0 0.574000
0.0 0.0 -0.0 0.0 0.577000
0.0 0.0 -0.0 0.0 0.579000
0.0 0.0 -0.0 0.0 0.581000
0.0 0.0 -0.0 0.0 0.583000
0.0 0.0 -0.0 0.0 0.585000
0.0 0.0 -0.0 0.0 0.588000
0.0 0.0 -0.0 0.0 0.590000
0.0 0.0 -0.0 0.0 0.592000
0.0 0.0 -0.0 0.0 0.595000
0.0 0.0 -0.0 0.0 0.597000
0.0 0.0 -1.8 0.0 0.599000
0.0 0.0 -2.6 0.0 0.602000
0.0 0.0 -0.9 0.0 0.604000
0.0 0.0 -0.9 0.0 0.606000
0.0 0.0 0.9 0.0 0.609000
0.0 0.0 0.9 0.0 0.611000
0.0 0.0 -0.0 0.0 0.613000
0.0 0.0 -0.0 0.0 0.616000
0.0 0.0 -0.0 0.0 0.618000
0.0 0.0 -0.0 0.0 0.620000
0.0 0.0 -0.0 0.0 0.623000
0.0 0.0 -0.0 0.0 0.625000
0.0 0.0 -0.0 0.0 0.628000
0.0 0.0 -0.0 0.0 0.630000
0.0 0.0 -0.9 0.0 0.633000
0.0 0.0 -5.3 0.0 0.635000
0.0 0.0 -6.1 0.0 0.637000
0.0 0.0 -5.3 0.0 0.639000
0.0 0.0 -1.8 0.0 0.642000
0.0 0.0 -0.0 0.0 0.644000
0.0 0.0 2.6 0.0 0.646000
0.0 0.0 0.9 0.0 0.649000
0.0 0.0 -0.0 0.0 0.651000
0.0 0.0 -0.0 0.0 0.653000
0.0 0.0 -0.9 0.0 0.655000
0.0 0.0 -0.0 0.0 0.658000
0.0 0.0 -0.0 0.0 0.660000
0.0 0.0 -0.0 0.0 0.663000
0.0 0.0 -0.0 0.0 0.665000
0.0 0.0 -0.0 0.0 0.667000
0.0 0.0 -0.0 0.0 0.670000
0.0 0.0 -0.9 0.0 0.672000
0.0 0.0 -4.4 0.0 0.674000
0.0 0.0 -5.3 0.0 0.677000
0.0 0.0 -2.6 0.0 0.679000
0.0 0.0 -0.0 0.0 0.681000
0.0 0.0 1.8 0.0 0.684000
0.0 0.0 0.9 0.0 0.686000
0.0 0.0 -0.0 0.0 0.688000
0.0 0.0 -0.0 0.0 0.690000
0.0 0.0 -0.0 0.0 0.693000
0.0 0.0 -0.0 0.0 0.695000
0.0 0.0 -0.0 0.0 0.697000
0.0 0.0 -0.0 0.0 0.700000
0.0 0.0 -0.0 0.0 0.702000
0.0 0.0 -0.0 0.0 0.704000
0.0 0.0 -0.0 0.0 0.706000
0.0 0.0 -0.0 0.0 0.709000
0.0 0.0 -0.0 0.0 0.711000
0.0 0.0 -0.0 0.0 0.713000
0.0 0.0 -0.0 0.0 0.715000
0.0 0.0 -0.0 0.0 0.717000
0.0 0.0 -0.0 0.0 0.720000
0.0 0.0 -0.0 0.0 0.723000
0.0 0.0 -0.0 0.0 0.726000
0.0 0.0 -0.0 0.0 0.728000
0.0 0.0 -0.0 0.0 0.731000
0.0 0.0 -0.0 0.0 0.734000
0.0 0.0 -0.0 0.0 0.736000
0.0 0.0 -0.0 0.0 0.739000
0.0 0.0 -0.0 0.0 0.742000
0.0 0.0 -0.0 0.0 0.744000
0.0 0.0 -0.0 0.0 0.747000
0.0 0.0 -0.0 0.0 0.749000
0.0 0.0 -0.0 0.0 0.752000
0.0 0.0 -0.0 0.0 0.754000
0.0 0.0 -0.0 0.0 0.756000
0.0 0.0 -0.0 0.0 0.759000
0.0 0.0 -0.0 0.0 0.761000
0.0 0.0 -0.0 0.0 0.763000
0.0 0.0 -0.0 0.0 0.766000
0.0 0.0 -0.0 0.0 0.768000
0.0 0.0 -0.0 0.0 0.770000
0.0 0.0 -0.0 0.0 0.773000
0.0 0.0 -0.0 0.0 0.775000
0.0 0.0 -0.0 0.0 0.777000
0.0 0.0 -0.0 0.0 0.780000
0.0 0.0 -0.0 0.0 0.782000
0.0 0.0 -0.0 0.0 0.785000
0.0 0.0 -0.0 0.0 0.787000
0.0 0.0 -0.0 0.0 0.789000
0.0 0.0 -0.0 0.0 0.792000
0.0 0.0 -0.0 0.0 0.794000
0.0 0.0 -0.0 0.0 0.797000
0.0 0.0 -0.0 0.0 0.799000
0.0 0.0 -0.0 0.0 0.801000
0.0 0.0 -0.0 0.0 0.804000
0.0 0.0 -0.0 0.0 0.806000
0.0 0.0 -0.0 0.0 0.808000
0.0 0.0 -0.0 0.0 0.811000
0.0 0.0 -0.0 0.0 0.813000
0.0 0.0 -0.0 0.0 0.815000
0.0 0.0 -0.0 0.0 0.818000
0.0 0.0 -0.0 0.0 0.820000
0.0 0.0 -0.0 0.0 0.823000
0.0 0.0 -0.0 0.0 0.825000
0.0 0.0 -0.0 0.0 0.827000
0.0 0.0 -0.0 0.0 0.830000
0.0 0.0 -0.0 0.0 0.833000
0.0 0.0 -0.0 0.0 0.836000
0.0 0.0 -0.0 0.0 0.840000
0.0 0.0 -0.0 0.0 0.843000
0.0 0.0 -0.0 0.0 0.846000
0.0 0.0 -0.0 0.0 0.849000
0.0 0.0 -0.0 0.0 0.853000
0.0 0.0 -0.0 0.0 0.856000
0.0 0.0 -0.0 0.0 0.859000
0.0 0.0 -0.0 0.0 0.862000
0.0 0.0 -0.0 0.0 0.865000
0.0 0.0 -0.0 0.0 0.868000
0.0 0.0 -0.0 0.0 0.871000
0.0 0.0 -0.0 0.0 0.875000
0.0 0.0 -0.0 0.0 0.878000
0.0 0.0 -0.0 0.0 0.881000
0.0 0.0 -0.0 0.0 0.884000
0.0 0.0 -0.0 0.0 0.887000
0.0 0.0 -0.0 0.0 0.890000
0.0 0.0 -0.0 0.0 0.894000
0.0 0.0 -0.0 0.0 0.898000
0.0 0.0 -0.0 0.0 0.901000
0.0 0.0 -0.0 0.0 0.904000
0.0 0.0 -0.0 0.0 0.908000
0.0 0.0 -0.0 0.0 0.911000
0.0 0.0 -0.0 0.0 0.915000
0.0 0.0 -0.0 0.0 0.919000
0.0 0.0 -0.0 0.0 0.922000
0.0 0.0 -0.0 0.0 0.926000
0.0 0.0 -0.0 0.0 0.930000
0.0 0.0 -0.0 0.0 0.933000
0.0 0.0 -0.0 0.0 0.937000
0.0 0.0 -0.0 0.0 0.940000
0.0 0.0 -0.0 0.0 0.944000
0.0 0.0 -0.0 0.0 0.947000
0.0 0.0 -0.0 0.0 0.951000
0.0 0.0 -0.0 0.0 0.955000
0.0 0.0 -0.0 0.0 0.958000
0.0 0.0 -0.0 0.0 0.962000
0.0 0.0 -0.0 0.0 0.966000
0.0 0.0 -0.0 0.0 0.969000
0.0 0.0 -0.0 0.0 0.973000
0.0 0.0 -0.0 0.0 0.977000
0.0 0.0 -0.0 0.0 0.980000
0.0 0.0 -0.0 0.0 0.983000
0.0 0.0 -0.0 0.0 0.985000
0.0 0.0 -0.0 0.0 0.987000
0.0 0.0 -0.0 0.0 0.990000
0.0 0.0 -0.0 0.0 0.992000
0.0 0.0 -0.0 0.0 0.995000
0.0 0.0 -0.0 0.0 0.997000
0.0 0.0 -0.0 0.0 1.000000
0.0 0.0 -0.0 0.0 1.002000
0.0 0.0 -0.0 0.0 1.005000
0.0 0.0 -0.0 0.0 1.007000
0.0 0.0 -0.0 0.0 1.010000
0.0 0.0 -0.0 0.0 1.014000
0.0 0.0 -0.0 0.0 1.016000
0.0 0.0 -0.0 0.0 1.019000
0.0 0.0 -0.0 0.0 1.022000
0.0 0.0 -0.0 0.0 1.024000
0.0 0.0 -0.0 0.0 1.027000
0.0 0.0 -0.0 0.0 1.030000
0.0 0.0 -0.0 0.0 1.032000
0.0 0.0 -0.0 0.0 1.034000
0.0 0.0 -0.0 0.0 1.037000
0.0 0.0 -0.0 0.0 1.039000
0.0 0.0 -0.0 0.0 1.042000
0.0 0.0 -0.0 0.0 1.045000
0.0 0.0 -0.0 0.0 1.048000
0.0 0.0 -0.0 0.0 1.050000
0.0 0.0 -0.0 0.0 1.053000
0.0 0.0 -0.0 0.0 1.055000
0.0 0.0 -0.0 0.0 1.058000
0.0 0.0 -0.0 0.0 1.060000
0.0 0.0 -0.0 0.0 1.063000
0.0 0.0 -0.0 0.0 1.066000
0.0 0.0 -0.0 0.0 1.069000
0.0 0.0 -0.0 0.0 1.071000
0.0 0.0 -0.0 0.0 1.073000
0.0 0.0 -0.0 0.0 1.076000
0.0 0.0 -0.0 0.0 1.079000
0.0 0.0 -0.0 0.0 1.082000
0.0 0.0 -0.0 0.0 1.084000
0.0 0.0 -0.0 0.0 1.086000
0.0 0.0 -0.0 0.0 1.089000
0.0 0.0 -0.0 0.0 1.091000
0.0 0.0 -0.0 0.0 1.093000
0.0 0.0 -0.0 0.0 1.096000
0.0 0.0 -0.0 0.0 1.098000
0.0 0.0 -0.0 0.0 1.100000
0.0 0.0 -0.0 0.0 1.103000
0.0 0.0 -0.0 0.0 1.105000
0.0 0.0 -0.0 0.0 1.107000
0.0 0.0 -0.0 0.0 1.110000
0.0 0.0 -0.0 0.0 1.112000
0.0 0.0 -0.0 0.0 1.115000
0.0 0.0 -0.0 0.0 1.117000
0.0 0.0 -0.0 0.0 1.119000
0.0 0.0 -0.0 0.0 1.122000
0.0 0.0 -0.0 0.0 1.124000
0.0 0.0 -0.0 0.0 1.126000
0.0 0.0 -0.0 0.0 1.129000
0.0 0.0 -0.0 0.0 1.131000
0.0 0.0 -0.0 0.0 1.133000
0.0 0.0 -0.0 0.0 1.136000
0.0 0.0 -0.0 0.0 1.138000
0.0 0.0 -0.0 0.0 1.141000
0.0 0.0 -0.0 0.0 1.143000
0.0 0.0 -0.0 0.0 1.145000
0.0 0.0 -0.0 0.0 1.148000
0.0 0.0 -0.0 0.0 1.150000
0.0 0.0 -0.0 0.0 1.153000
0.0 0.0 -0.0 0.0 1.155000
0.0 0.0 -0.0 0.0 1.157000
0.0 0.0 -0.0 0.0 1.160000
0.0 0.0 -0.0 0.0 1.162000
0.0 0.0 -0.0 0.0 1.164000
0.0 0.0 -0.0 0.0 1.167000
0.0 0.0 -0.0 0.0 1.169000
0.0 0.0 -0.0 0.0 1.171000
0.0 0.0 -0.0 0.0 1.174000
0.0 0.0 -0.0 0.0 1.177000
0.0 0.0 -0.0 0.0 1.180000
0.0 0.0 -0.0 0.0 1.183000
0.0 0.0 -0.0 0.0 1.186000
0.0 0.0 -0.0 0.0 1.189000
0.0 0.0 -0.0 0.0 1.193000
0.0 0.0 -0.0 0.0 1.196000
0.0 0.0 -0.0 0.0 1.199000
0.0 0.0 -0.0 0.0 1.202000
0.0 0.0 -0.0 0.0 1.205000
0.0 0.0 -0.0 0.0 1.208000
0.0 0.0 -0.0 0.0 1.211000
0.0 0.0 -0.0 0.0 1.215000
0.0 0.0 -0.0 0.0 1.218000
0.0 0.0 -0.0 0.0 1.221000
0.0 0.0 -0.0 0.0 1.224000
0.0 0.0 -0.0 0.0 1.227000
0.0 0.0 -0.0 0.0 1.231000
0.0 0.0 -0.0 0.0 1.235000
0.0 0.0 -0.0 0.0 1.238000
0.0 0.0 -0.0 0.0 1.241000
0.0 0.0 -0.0 0.0 1.245000
0.0 0.0 -0.0 0.0 1.248000
0.0 0.0 -0.0 0.0 1.252000
0.0 0.0 -0.0 0.0 1.256000
0.0 0.0 -0.0 0.0 1.259000
0.0 0.0 -0.0 0.0 1.263000
0.0 0.0 -0.0 0.0 1.266000
0.0 0.0 -0.0 0.0 1.270000
0.0 0.0 -0.0 0.0 1.273000
0.0 0.0 -0.0 0.0 1.277000
0.0 0.0 -0.0 0.0 1.280000
0.0 0.0 -0.0 0.0 1.284000
0.0 0.0 -0.0 0.0 1.287000
0.0 0.0 -0.0 0.0 1.291000
0.0 0.0 -0.0 0.0 1.294000
0.0 0.0 -0.0 0.0 1.298000
0.0 0.0 -0.0 0.0 1.302000
0.0 0.0 -0.0 0.0 1.306000
0.0 0.0 -0.0 0.0 1.310000
0.0 0.0 -0.0 0.0 1.313000
0.0 0.0 -0.0 0.0 1.317000
0.0 0.0 -0.0 0.0 1.320000
0.0 0.0 -0.0 0.0 1.324000
0.0 0.0 -0.0 0.0 1.328000
0.0 0.0 -0.0 0.0 1.331000
0.0 0.0 -0.0 0.0 1.334000
0.0 0.0 -0.0 0.0 1.338000
0.0 0.0 -0.0 0.0 1.341000
0.0 0.0 -0.0 0.0 1.343000
0.0 0.0 -0.0 0.0 1.345000
0.0 0.0 -0.0 0.0 1.348000
0.0 0.0 -0.0 0.0 1.350000
0.0 0.0 -0.0 0.0 1.353000
0.0 0.0 -0.0 0.0 1.355000
0.0 0.0 -0.0 0.0 1.357000
0.0 0.0 -0.0 0.0 1.360000
0.0 0.0 -0.0 0.0 1.362000
0.0 0.0 -0.0 0.0 1.364000
0.0 0.0 -0.0 0.0 1.367000
0.0 0.0 -0.0 0.0 1.369000
0.0 0.0 -0.0 0.0 1.372000
0.0 0.0 -0.0 0.0 1.374000
0.0 0.0 -0.0 0.0 1.376000
0.0 0.0 -0.0 0.0 1.379000
0.0 0.0 -0.0 0.0 1.381000
0.0 0.0 -0.0 0.0 1.384000
0.0 0.0 -0.0 0.0 1.387000
0.0 0.0 -0.0 0.0 1.390000
0.0 0.0 -0.0 0.0 1.394000
0.0 0.0 -0.0 0.0 1.397000
0.0 0.0 -0.0 0.0 1.400000
0.0 0.0 -0.0 0.0 1.403000
0.0 0.0 -0.0 0.0 1.406000
0.0 0.0 -0.0 0.0 1.409000
0.0 0.0 -0.0 0.0 1.412000
0.0 0.0 -0.0 0.0 1.416000
0.0 0.0 -0.0 0.0 1.418000
0.0 0.0 -0.0 0.0 1.422000
0.0 0.0 -0.0 0.0 1.425000
0.0 0.0 -0.0 0.0 1.428000
0.0 0.0 -0.0 0.0 1.432000
0.0 0.0 -0.0 0.0 1.435000
0.0 0.0 -0.0 0.0 1.438000
0.0 0.0 -0.0 0.0 1.442000
0.0 0.0 -0.0 0.0 1.446000
0.0 0.0 -0.0 0.0 1.449000
0.0 0.0 -0.0 0.0 1.451000
0.0 0.0 -0.0 0.0 1.454000
0.0 0.0 -0.0 0.0 1.456000
0.0 0.0 -0.0 0.0 1.459000
0.0 0.0 -0.0 0.0 1.461000
0.0 0.0 -0.0 0.0 1.463000
0.0 0.0 -0.0 0.0 1.466000
0.0 0.0 -0.0 0.0 1.468000
0.0 0.0 -0.0 0.0 1.470000
0.0 0.0 -0.0 0.0 1.473000
0.0 0.0 -0.0 0.0 1.475000
0.0 0.0 -0.0 0.0 1.478000
0.0 0.0 -0.0 0.0 1.480000
0.0 0.0 -0.0 0.0 1.482000
0.0 0.0 -0.0 0.0 1.485000
0.0 0.0 -0.0 0.0 1.487000
0.0 0.0 -0.0 0.0 1.489000
0.0 0.0 -0.0 0.0 1.492000
0.0 0.0 -0.0 0.0 1.494000
0.0 0.0 -0.0 0.0 1.497000
0.0 0.0 -0.0 0.0 1.499000
0.0 0.0 -0.0 0.0 1.501000
0.0 0.0 -0.0 0.0 1.504000
0.0 0.0 -0.0 0.0 1.506000
0.0 0.0 -0.0 0.0 1.508000
0.0 0.0 -0.0 0.0 1.511000
0.0 0.0 -0.0 0.0 1.513000
0.0 0.0 -0.0 0.0 1.515000
0.0 0.0 -0.0 0.0 1.518000
0.0 0.0 -0.0 0.0 1.520000
0.0 0.0 -0.0 0.0 1.522000
0.0 0.0 -0.0 0.0 1.525000
0.0 0.0 -0.0 0.0 1.527000
0.0 0.0 -0.0 0.0 1.529000
0.0 0.0 -0.0 0.0 1.532000
0.0 0.0 -0.0 0.0 1.534000
0.0 0.0 -0.0 0.0 1.537000
0.0 0.0 -0.0 0.0 1.539000
0.0 0.0 -0.0 0.0 1.542000
0.0 0.0 -0.0 0.0 1.544000
0.0 0.0 -0.0 0.0 1.546000
0.0 0.0 -0.0 0.0 1.549000
0.0 0.0 -0.0 0.0 1.551000
0.0 0.0 -0.0 0.0 1.553000
0.0 0.0 -0.0 0.0 1.556000
0.0 0.0 -0.0 0.0 1.558000
0.0 0.0 -0.0 0.0 1.560000
0.0 0.0 -0.0 0.0 1.563000
0.0 0.0 -0.0 0.0 1.565000
0.0 0.0 -0.0 0.0 1.568000
0.0 0.0 -0.0 0.0 1.570000
0.0 0.0 -0.0 0.0 1.572000
0.0 0.0 -0.0 0.0 1.575000
0.0 0.0 -0.0 0.0 1.577000
0.0 0.0 -0.0 0.0 1.579000
0.0 0.0 -0.0 0.0 1.582000
0.0 0.0 -0.0 0.0 1.584000
0.0 0.0 -0.0 0.0 1.586000
0.0 0.0 -0.0 0.0 1.589000
0.0 0.0 -0.0 0.0 1.591000
0.0 0.0 -0.0 0.0 1.593000
0.0 0.0 -0.0 0.0 1.596000
0.0 0.0 -0.0 0.0 1.599000
0.0 0.0 -0.0 0.0 1.602000
0.0 0.0 -0.0 0.0 1.605000
0.0 0.0 -0.0 0.0 1.608000
0.0 0.0 -0.0 0.0 1.611000
0.0 0.0 -0.0 0.0 1.614000
0.0 0.0 -0.0 0.0 1.617000
0.0 0.0 -0.0 0.0 1.620000
0.0 0.0 -0.0 0.0 1.623000
0.0 0.0 -0.0 0.0 1.626000
0.0 0.0 -0.0 0.0 1.630000
0.0 0.0 -0.0 0.0 1.633000
0.0 0.0 -0.0 0.0 1.636000
0.0 0.0 -0.0 0.0 1.639000
0.0 0.0 -0.0 0.0 1.642000
0.0 0.0 -0.0 0.0 1.645000
